a,b,stake,gtype,fill,d_a,d_b,d_both,synergy,synergy_rel
wall_hanger,mirror,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,corkboard,s001,six_max,naked,147.8399999999997,523.2849999999994,688.7250000000004,17.600000000001273,0.026224622834794258
wall_hanger,stack_of_books,s001,six_max,naked,147.8399999999997,163.79999999999973,311.6399999999999,4.547473508864641e-13,1.4592072612195642e-15
wall_hanger,throw_pillow,s001,six_max,naked,147.8399999999997,43.02149999999938,190.86149999999952,4.547473508864641e-13,2.382603882325489e-15
wall_hanger,lava_lamp,s001,six_max,naked,147.8399999999997,460.404,608.2439999999997,0,0
wall_hanger,comfort_bed,s001,six_max,naked,147.8399999999997,1.104899999999816,148.94489999999996,4.547473508864641e-13,3.0531246849436644e-15
wall_hanger,sticky_notes,s001,six_max,naked,147.8399999999997,973.5599999999995,1158.3599999999997,36.96000000000049,0.032958801498127806
wall_hanger,calculator,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,space_heater,s001,six_max,naked,147.8399999999997,138.4692,286.30920000000015,4.547473508864641e-13,1.5883085520355777e-15
wall_hanger,desk_plant,s001,six_max,naked,147.8399999999997,627.9420000000005,796.902,21.11999999999989,0.027224142864876844
wall_hanger,headset,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,nes_console,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,gameboy,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,red_rug,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,second_monitor,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,toaster,s001,six_max,naked,147.8399999999997,625.1428799999994,903.0820800000001,130.09920000000102,0.16830799667904828
wall_hanger,nightstand,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,desk_speakers,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
wall_hanger,bookshelf,s001,six_max,naked,147.8399999999997,0,147.8399999999997,0,0
mirror,corkboard,s001,six_max,naked,0,523.2849999999994,523.2849999999994,0,0
mirror,stack_of_books,s001,six_max,naked,0,163.79999999999973,163.79999999999973,0,0
mirror,throw_pillow,s001,six_max,naked,0,43.02149999999938,43.02149999999938,0,0
mirror,lava_lamp,s001,six_max,naked,0,460.404,460.404,0,0
mirror,comfort_bed,s001,six_max,naked,0,1.104899999999816,1.104899999999816,0,0
mirror,sticky_notes,s001,six_max,naked,0,973.5599999999995,973.5599999999995,0,0
mirror,calculator,s001,six_max,naked,0,0,0,0,0
mirror,space_heater,s001,six_max,naked,0,138.4692,138.4692,0,0
mirror,desk_plant,s001,six_max,naked,0,627.9420000000005,627.9420000000005,0,0
mirror,headset,s001,six_max,naked,0,0,0,0,0
mirror,nes_console,s001,six_max,naked,0,0,0,0,0
mirror,gameboy,s001,six_max,naked,0,0,0,0,0
mirror,red_rug,s001,six_max,naked,0,0,0,0,0
mirror,second_monitor,s001,six_max,naked,0,0,0,0,0
mirror,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
mirror,nightstand,s001,six_max,naked,0,0,0,0,0
mirror,desk_speakers,s001,six_max,naked,0,0,0,0,0
mirror,bookshelf,s001,six_max,naked,0,0,0,0,0
corkboard,stack_of_books,s001,six_max,naked,523.2849999999994,163.79999999999973,706.585,19.50000000000091,0.028380768027246896
corkboard,throw_pillow,s001,six_max,naked,523.2849999999994,43.02149999999938,562.597749999999,-3.7087499999997817,-0.006549015418328749
corkboard,lava_lamp,s001,six_max,naked,523.2849999999994,460.404,1038.4989999999998,54.8100000000004,0.05571882983341324
corkboard,comfort_bed,s001,six_max,naked,523.2849999999994,1.104899999999816,524.2946500000003,-0.09524999999894135,-0.00018163965400352198
corkboard,sticky_notes,s001,six_max,naked,523.2849999999994,973.5599999999995,1612.744999999999,115.90000000000009,0.0774295267713091
corkboard,calculator,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,space_heater,s001,six_max,naked,523.2849999999994,138.4692,649.8171999999995,-11.936999999999898,-0.01803841970326733
corkboard,desk_plant,s001,six_max,naked,523.2849999999994,627.9420000000005,1151.2269999999999,0,0
corkboard,headset,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,nes_console,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,gameboy,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,red_rug,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,second_monitor,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,toaster,s001,six_max,naked,523.2849999999994,625.1428799999994,1251.2810799999997,102.85320000000092,0.08955999918776009
corkboard,nightstand,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,desk_speakers,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
corkboard,bookshelf,s001,six_max,naked,523.2849999999994,0,523.2849999999994,0,0
stack_of_books,throw_pillow,s001,six_max,naked,163.79999999999973,43.02149999999938,206.82150000000001,9.094947017729282e-13,4.397486246705164e-15
stack_of_books,lava_lamp,s001,six_max,naked,163.79999999999973,460.404,752.0939999999996,127.88999999999987,0.20488494146144517
stack_of_books,comfort_bed,s001,six_max,naked,163.79999999999973,1.104899999999816,164.90489999999954,0,0
stack_of_books,sticky_notes,s001,six_max,naked,163.79999999999973,973.5599999999995,1178.3099999999995,40.95000000000027,0.0360044313146236
stack_of_books,calculator,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,space_heater,s001,six_max,naked,163.79999999999973,138.4692,302.2691999999997,0,0
stack_of_books,desk_plant,s001,six_max,naked,163.79999999999973,627.9420000000005,815.1419999999998,23.399999999999636,0.029555082337427634
stack_of_books,headset,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,nes_console,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,gameboy,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,red_rug,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,second_monitor,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,toaster,s001,six_max,naked,163.79999999999973,625.1428799999994,844.0468799999994,55.10400000000027,0.06984536066793623
stack_of_books,nightstand,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,desk_speakers,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
stack_of_books,bookshelf,s001,six_max,naked,163.79999999999973,0,163.79999999999973,0,0
throw_pillow,lava_lamp,s001,six_max,naked,43.02149999999938,460.404,503.42549999999983,4.547473508864641e-13,9.033061513301664e-16
throw_pillow,comfort_bed,s001,six_max,naked,43.02149999999938,1.104899999999816,44.126399999999194,0,0
throw_pillow,sticky_notes,s001,six_max,naked,43.02149999999938,973.5599999999995,1016.5815000000002,1.3642420526593924e-12,1.341989847994867e-15
throw_pillow,calculator,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,space_heater,s001,six_max,naked,43.02149999999938,138.4692,172.88639999999987,-8.604299999999512,-0.04740904079382327
throw_pillow,desk_plant,s001,six_max,naked,43.02149999999938,627.9420000000005,666.5129999999999,-4.45049999999992,-0.006632998665352021
throw_pillow,headset,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,nes_console,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,gameboy,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,red_rug,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,second_monitor,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,toaster,s001,six_max,naked,43.02149999999938,625.1428799999994,674.8877400000001,6.723360000001321,0.010062434037566225
throw_pillow,nightstand,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,desk_speakers,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
throw_pillow,bookshelf,s001,six_max,naked,43.02149999999938,0,43.02149999999938,0,0
lava_lamp,comfort_bed,s001,six_max,naked,460.404,1.104899999999816,461.5088999999998,0,0
lava_lamp,sticky_notes,s001,six_max,naked,460.404,973.5599999999995,1549.0649999999996,115.10100000000011,0.08026770546540928
lava_lamp,calculator,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,space_heater,s001,six_max,naked,460.404,138.4692,598.8731999999995,-4.547473508864641e-13,-7.593382887837761e-16
lava_lamp,desk_plant,s001,six_max,naked,460.404,627.9420000000005,1154.1179999999995,65.77199999999903,0.06043298730366905
lava_lamp,headset,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,nes_console,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,gameboy,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,red_rug,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,second_monitor,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,toaster,s001,six_max,naked,460.404,625.1428799999994,1163.0217599999996,77.47488000000021,0.07136944652265985
lava_lamp,nightstand,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,desk_speakers,s001,six_max,naked,460.404,0,460.404,0,0
lava_lamp,bookshelf,s001,six_max,naked,460.404,0,460.404,0,0
comfort_bed,sticky_notes,s001,six_max,naked,1.104899999999816,973.5599999999995,974.6648999999998,4.547473508864641e-13,4.66567895167318e-16
comfort_bed,calculator,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,space_heater,s001,six_max,naked,1.104899999999816,138.4692,139.35311999999976,-0.22098000000005413,-0.0015832450289849937
comfort_bed,desk_plant,s001,six_max,naked,1.104899999999816,627.9420000000005,628.9326000000001,-0.11430000000018481,-0.00018170346281045938
comfort_bed,headset,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,nes_console,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,gameboy,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,red_rug,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,second_monitor,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,toaster,s001,six_max,naked,1.104899999999816,625.1428799999994,626.159388,-0.08839199999920311,-0.000141145410526171
comfort_bed,nightstand,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,desk_speakers,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
comfort_bed,bookshelf,s001,six_max,naked,1.104899999999816,0,1.104899999999816,0,0
sticky_notes,calculator,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,space_heater,s001,six_max,naked,973.5599999999995,138.4692,1112.0292,4.547473508864641e-13,4.089347212163712e-16
sticky_notes,desk_plant,s001,six_max,naked,973.5599999999995,627.9420000000005,1740.5819999999994,139.07999999999947,0.08684347568719832
sticky_notes,headset,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,nes_console,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,gameboy,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,red_rug,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,second_monitor,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,toaster,s001,six_max,naked,973.5599999999995,625.1428799999994,1789.6180799999993,190.91520000000037,0.11941881283156286
sticky_notes,nightstand,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,desk_speakers,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
sticky_notes,bookshelf,s001,six_max,naked,973.5599999999995,0,973.5599999999995,0,0
calculator,space_heater,s001,six_max,naked,0,138.4692,138.4692,0,0
calculator,desk_plant,s001,six_max,naked,0,627.9420000000005,627.9420000000005,0,0
calculator,headset,s001,six_max,naked,0,0,0,0,0
calculator,nes_console,s001,six_max,naked,0,0,0,0,0
calculator,gameboy,s001,six_max,naked,0,0,0,0,0
calculator,red_rug,s001,six_max,naked,0,0,0,0,0
calculator,second_monitor,s001,six_max,naked,0,0,0,0,0
calculator,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
calculator,nightstand,s001,six_max,naked,0,0,0,0,0
calculator,desk_speakers,s001,six_max,naked,0,0,0,0,0
calculator,bookshelf,s001,six_max,naked,0,0,0,0,0
space_heater,desk_plant,s001,six_max,naked,138.4692,627.9420000000005,752.0867999999996,-14.324400000000878,-0.01869022790898785
space_heater,headset,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,nes_console,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,gameboy,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,red_rug,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,second_monitor,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,toaster,s001,six_max,naked,138.4692,625.1428799999994,791.3156639999993,27.703583999999864,0.036279656550221
space_heater,nightstand,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,desk_speakers,s001,six_max,naked,138.4692,0,138.4692,0,0
space_heater,bookshelf,s001,six_max,naked,138.4692,0,138.4692,0,0
desk_plant,headset,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,nes_console,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,gameboy,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,red_rug,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,second_monitor,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,toaster,s001,six_max,naked,627.9420000000005,625.1428799999994,1376.5087199999998,123.42383999999993,0.09849599334404222
desk_plant,nightstand,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,desk_speakers,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
desk_plant,bookshelf,s001,six_max,naked,627.9420000000005,0,627.9420000000005,0,0
headset,nes_console,s001,six_max,naked,0,0,0,0,0
headset,gameboy,s001,six_max,naked,0,0,0,0,0
headset,red_rug,s001,six_max,naked,0,0,0,0,0
headset,second_monitor,s001,six_max,naked,0,0,0,0,0
headset,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
headset,nightstand,s001,six_max,naked,0,0,0,0,0
headset,desk_speakers,s001,six_max,naked,0,0,0,0,0
headset,bookshelf,s001,six_max,naked,0,0,0,0,0
nes_console,gameboy,s001,six_max,naked,0,0,0,0,0
nes_console,red_rug,s001,six_max,naked,0,0,0,0,0
nes_console,second_monitor,s001,six_max,naked,0,0,0,0,0
nes_console,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
nes_console,nightstand,s001,six_max,naked,0,0,0,0,0
nes_console,desk_speakers,s001,six_max,naked,0,0,0,0,0
nes_console,bookshelf,s001,six_max,naked,0,0,0,0,0
gameboy,red_rug,s001,six_max,naked,0,0,0,0,0
gameboy,second_monitor,s001,six_max,naked,0,0,0,0,0
gameboy,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
gameboy,nightstand,s001,six_max,naked,0,0,0,0,0
gameboy,desk_speakers,s001,six_max,naked,0,0,0,0,0
gameboy,bookshelf,s001,six_max,naked,0,0,0,0,0
red_rug,second_monitor,s001,six_max,naked,0,0,0,0,0
red_rug,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
red_rug,nightstand,s001,six_max,naked,0,0,0,0,0
red_rug,desk_speakers,s001,six_max,naked,0,0,0,0,0
red_rug,bookshelf,s001,six_max,naked,0,0,0,0,0
second_monitor,toaster,s001,six_max,naked,0,625.1428799999994,625.1428799999994,0,0
second_monitor,nightstand,s001,six_max,naked,0,0,0,0,0
second_monitor,desk_speakers,s001,six_max,naked,0,0,0,0,0
second_monitor,bookshelf,s001,six_max,naked,0,0,0,0,0
toaster,nightstand,s001,six_max,naked,625.1428799999994,0,625.1428799999994,0,0
toaster,desk_speakers,s001,six_max,naked,625.1428799999994,0,625.1428799999994,0,0
toaster,bookshelf,s001,six_max,naked,625.1428799999994,0,625.1428799999994,0,0
nightstand,desk_speakers,s001,six_max,naked,0,0,0,0,0
nightstand,bookshelf,s001,six_max,naked,0,0,0,0,0
desk_speakers,bookshelf,s001,six_max,naked,0,0,0,0,0
wall_hanger,mirror,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,corkboard,s001,six_max,capped,5896,2580.9349999999977,8916.934999999998,440,0.051905553127398064
wall_hanger,stack_of_books,s001,six_max,capped,5896,65.32500000000437,5961.325000000004,0,0
wall_hanger,throw_pillow,s001,six_max,capped,5896,3.192750000001979,5899.192750000002,0,0
wall_hanger,lava_lamp,s001,six_max,capped,5896,306.0224999999991,6202.022500000006,7.275957614183426e-12,1.1731588549031266e-15
wall_hanger,comfort_bed,s001,six_max,capped,5896,0.6286499999987427,5896.628650000006,7.275957614183426e-12,1.233918234648103e-15
wall_hanger,sticky_notes,s001,six_max,capped,5896,8548.362500000003,15918.362500000003,1474,0.10204673276511855
wall_hanger,calculator,s001,six_max,capped,5896,6394.563375000005,13517.107375,1226.5439999999944,0.09979558809280327
wall_hanger,space_heater,s001,six_max,capped,5896,38.52419999999984,5934.5242,0,0
wall_hanger,desk_plant,s001,six_max,capped,5896,3097.122000000003,9521.122000000003,528,0.058711535326664066
wall_hanger,headset,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,nes_console,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,gameboy,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,red_rug,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,second_monitor,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,toaster,s001,six_max,capped,5896,978.4912800000093,7110.331280000006,235.8399999999965,0.034306538534149715
wall_hanger,nightstand,s001,six_max,capped,5896,-6562.079444443996,-1917.4394444439968,-1251.3600000000006,-0.10044565902636599
wall_hanger,desk_speakers,s001,six_max,capped,5896,0,5896,0,0
wall_hanger,bookshelf,s001,six_max,capped,5896,0,5896,0,0
mirror,corkboard,s001,six_max,capped,0,2580.9349999999977,2580.9349999999977,0,0
mirror,stack_of_books,s001,six_max,capped,0,65.32500000000437,65.32500000000437,0,0
mirror,throw_pillow,s001,six_max,capped,0,3.192750000001979,3.192750000001979,0,0
mirror,lava_lamp,s001,six_max,capped,0,306.0224999999991,306.0224999999991,0,0
mirror,comfort_bed,s001,six_max,capped,0,0.6286499999987427,0.6286499999987427,0,0
mirror,sticky_notes,s001,six_max,capped,0,8548.362500000003,8548.362500000003,0,0
mirror,calculator,s001,six_max,capped,0,6394.563375000005,6394.563375000005,0,0
mirror,space_heater,s001,six_max,capped,0,38.52419999999984,38.52419999999984,0,0
mirror,desk_plant,s001,six_max,capped,0,3097.122000000003,3097.122000000003,0,0
mirror,headset,s001,six_max,capped,0,0,0,0,0
mirror,nes_console,s001,six_max,capped,0,0,0,0,0
mirror,gameboy,s001,six_max,capped,0,0,0,0,0
mirror,red_rug,s001,six_max,capped,0,0,0,0,0
mirror,second_monitor,s001,six_max,capped,0,0,0,0,0
mirror,toaster,s001,six_max,capped,0,978.4912800000093,978.4912800000093,0,0
mirror,nightstand,s001,six_max,capped,0,-6562.079444443996,-6562.079444443996,0,0
mirror,desk_speakers,s001,six_max,capped,0,0,0,0,0
mirror,bookshelf,s001,six_max,capped,0,0,0,0,0
corkboard,stack_of_books,s001,six_max,capped,2580.9349999999977,65.32500000000437,2651.135000000002,4.875,0.0018422226085116338
corkboard,throw_pillow,s001,six_max,capped,2580.9349999999977,3.192750000001979,2583.6440000000075,-0.48374999999214197,-0.00018720049734079208
corkboard,lava_lamp,s001,six_max,capped,2580.9349999999977,306.0224999999991,2909.7950000000055,22.83750000000873,0.00791057713873819
corkboard,comfort_bed,s001,six_max,capped,2580.9349999999977,0.6286499999987427,2581.468400000005,-0.09524999999121064,-0.00003689624309329378
corkboard,sticky_notes,s001,six_max,capped,2580.9349999999977,8548.362500000003,11767.235,637.9375,0.05732055414998116
corkboard,calculator,s001,six_max,capped,2580.9349999999977,6394.563375000005,9284.145875000002,308.6474999999991,0.03438778406552818
corkboard,space_heater,s001,six_max,capped,2580.9349999999977,38.52419999999984,2613.6222000000053,-5.836999999992258,-0.002228322548407039
corkboard,desk_plant,s001,six_max,capped,2580.9349999999977,3097.122000000003,5678.057000000001,0,0
corkboard,headset,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,nes_console,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,gameboy,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,red_rug,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,second_monitor,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,toaster,s001,six_max,capped,2580.9349999999977,978.4912800000093,3643.715480000006,84.28919999999925,0.023680557867881757
corkboard,nightstand,s001,six_max,capped,2580.9349999999977,-6562.079444443996,-4324.086111112003,-342.9416666680045,-0.03750859946157063
corkboard,desk_speakers,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
corkboard,bookshelf,s001,six_max,capped,2580.9349999999977,0,2580.9349999999977,0,0
stack_of_books,throw_pillow,s001,six_max,capped,65.32500000000437,3.192750000001979,68.51774999999907,-7.275957614183426e-12,-1.0619084272590318e-13
stack_of_books,lava_lamp,s001,six_max,capped,65.32500000000437,306.0224999999991,422.351250000007,51.00375000000349,0.13734776725305275
stack_of_books,comfort_bed,s001,six_max,capped,65.32500000000437,0.6286499999987427,65.95365000000311,0,0
stack_of_books,sticky_notes,s001,six_max,capped,65.32500000000437,8548.362500000003,8630.018749999996,16.33124999998836,0.0018959649975679226
stack_of_books,calculator,s001,six_max,capped,65.32500000000437,6394.563375000005,6432.5030625,-27.385312500009604,-0.004239285713665225
stack_of_books,space_heater,s001,six_max,capped,65.32500000000437,38.52419999999984,103.84919999999693,-7.275957614183426e-12,-7.006272185229286e-14
stack_of_books,desk_plant,s001,six_max,capped,65.32500000000437,3097.122000000003,3168.297000000006,5.849999999998545,0.0018498333727011175
stack_of_books,headset,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,nes_console,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,gameboy,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,red_rug,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,second_monitor,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,toaster,s001,six_max,capped,65.32500000000437,978.4912800000093,1065.7922799999942,21.97599999998056,0.021053513363463033
stack_of_books,nightstand,s001,six_max,capped,65.32500000000437,-6562.079444443996,-6470.185694444001,26.56874999999127,0.004008922380203435
stack_of_books,desk_speakers,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
stack_of_books,bookshelf,s001,six_max,capped,65.32500000000437,0,65.32500000000437,0,0
throw_pillow,lava_lamp,s001,six_max,capped,3.192750000001979,306.0224999999991,309.2152500000011,0,0
throw_pillow,comfort_bed,s001,six_max,capped,3.192750000001979,0.6286499999987427,3.8214000000079977,7.275957614183426e-12,1.904003143921613e-12
throw_pillow,sticky_notes,s001,six_max,capped,3.192750000001979,8548.362500000003,8551.555250000005,0,0
throw_pillow,calculator,s001,six_max,capped,3.192750000001979,6394.563375000005,6394.563375000005,-3.192750000001979,-0.0004990421544087812
throw_pillow,space_heater,s001,six_max,capped,3.192750000001979,38.52419999999984,41.07839999999851,-0.6385500000033062,-0.01530672784092026
throw_pillow,desk_plant,s001,six_max,capped,3.192750000001979,3097.122000000003,3099.7342500000013,-0.5805000000036671,-0.00018723905371339028
throw_pillow,headset,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,nes_console,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,gameboy,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,red_rug,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,second_monitor,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,toaster,s001,six_max,capped,3.192750000001979,978.4912800000093,982.1829900000012,0.4989599999898928,0.0005082694479504644
throw_pillow,nightstand,s001,six_max,capped,3.192750000001979,-6562.079444443996,-6554.488152777994,4.398541665999801,0.000669970952571039
throw_pillow,desk_speakers,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
throw_pillow,bookshelf,s001,six_max,capped,3.192750000001979,0,3.192750000001979,0,0
lava_lamp,comfort_bed,s001,six_max,capped,306.0224999999991,0.6286499999987427,306.65114999999787,0,0
lava_lamp,sticky_notes,s001,six_max,capped,306.0224999999991,8548.362500000003,8930.890625,76.50562499999796,0.00864042223147039
lava_lamp,calculator,s001,six_max,capped,306.0224999999991,6394.563375000005,6649.852368750006,-50.733506249998754,-0.007571503029203207
lava_lamp,space_heater,s001,six_max,capped,306.0224999999991,38.52419999999984,344.54670000000624,7.275957614183426e-12,2.111747874579396e-14
lava_lamp,desk_plant,s001,six_max,capped,306.0224999999991,3097.122000000003,3430.549500000001,27.404999999998836,0.008052846418951301
lava_lamp,headset,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,nes_console,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,gameboy,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,red_rug,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,second_monitor,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,toaster,s001,six_max,capped,306.0224999999991,978.4912800000093,1336.0099800000025,51.49619999999413,0.040090033132999005
lava_lamp,nightstand,s001,six_max,capped,306.0224999999991,-6562.079444443996,-6208.123569444,47.933374999996886,0.006979129807293115
lava_lamp,desk_speakers,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
lava_lamp,bookshelf,s001,six_max,capped,306.0224999999991,0,306.0224999999991,0,0
comfort_bed,sticky_notes,s001,six_max,capped,0.6286499999987427,8548.362500000003,8548.991150000002,0,0
comfort_bed,calculator,s001,six_max,capped,0.6286499999987427,6394.563375000005,6395.120587500001,-0.07143750000250293,-0.00001117050117076084
comfort_bed,space_heater,s001,six_max,capped,0.6286499999987427,38.52419999999984,39.02712000000611,-0.12572999999247259,-0.0032112604827612074
comfort_bed,desk_plant,s001,six_max,capped,0.6286499999987427,3097.122000000003,3097.6363500000007,-0.1143000000010943,-0.00003689774062386017
comfort_bed,headset,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
comfort_bed,nes_console,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
comfort_bed,gameboy,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
comfort_bed,red_rug,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
comfort_bed,second_monitor,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
comfort_bed,toaster,s001,six_max,capped,0.6286499999987427,978.4912800000093,979.0696380000009,-0.050292000007175375,-0.000051364494242472386
comfort_bed,nightstand,s001,six_max,capped,0.6286499999987427,-6562.079444443996,-6561.371419443996,0.07937500000116415,0.000012094854572057414
comfort_bed,desk_speakers,s001,six_max,capped,0.6286499999987427,0,0.6286499999987427,0,0
